"Title","ChordProgression","GuessedKey"
"S'posin'","Bbmaj7|Bbmaj7|Cm7|F7|Bbmaj7|Bbmaj7|Cm7|F7","F"
"Salt Peanuts","D7|D7|G7|G7|C7|C7|F7|F7","C"
"San Francisco Holiday","Am7b5,D7b9|Gm7b5,C7b9|Bb7#5#9|Fm9,Bb13b9|Am7b5,D7b9|Gm7b5,C7b9|Bb7#5#9,(Db69)|B7/D#","D"
"Satellite","Ebmaj7|Am7b5,D7b9|Gm7|Am7b5,D7b9|Gmaj7|Fm7,Bb7|Ebmaj7,Gb7|Bmaj7,D7","D"
"Satin Doll","Gm7,C7|Gm7,C7|Fmaj7|Fmaj7|Am7,D7|Am7,D7|G7|G7","C"
"Save Your Love For Me","Em7,D/F#|Gmaj7,A7sus|Gm7,G7sus|Bbmaj7,Eb7#11|Em7|Em7,A13b9|D,Am7|D6,B7#5#9","A"
"Say It (Over And Over Again)","Ebmaj7,C7|Fm7,Bb7|Eb6,C7#9|Fm7,,Dm7b5,G7|Cm7,F7|Fm7,Bb7|Ebmaj7|Fm7,Bb7","Bb"
"Say the Brother's Name","Bbmaj7|Bbmaj7|Am7|Ebmaj7#11|Dm,Dm/C|Bbmaj7,F/A|Abmaj7|Abmaj7,Ab7","Eb"
"Scotch And Soda","Abmaj7|Db7|Eb6|Gm7,C7|F7|Fm7,Bb7|Eb6|Eb6(Gm7),(C7)","Ab"
"Scrapple From The Apple","Gm7|C7|Gm7|C7|Fmaj7,F7/A|Bbmaj7,B07|Fmaj7,Gm7|Am7,D7","C"
"Search For Peace","Am7b5,D7b9|G13sus|Am7b5,D7b9|G13sus|Gm11,C7b9|Fm7,Bb13b9|Ebm7,Ab13b9|C#m7,E7/B","D"
"Second Star To The Right, The","Eb|G7|Cm|Gm|Ab,Bb7|Eb,C7|Fm7,Bb7|Eb","C"
"Segment","Bbm6|Cm7b5,F7b9|Bbm6|Cm7b5,F7b9|Bbm6|Cm7b5,F7b9|Bbm6|Cm7b5,F7b9","F"
"Sentimental Journey","C6|C6|C6,(A7)|D7,G7|C6,C7|F7,F#07(Bb7)|C6,A7|D7,G7,C6,","G"
"September In The Rain","Ebmaj7|Bbm7,Eb7|Abmaj7|Abmaj7|Db7|Fm7,Bb7|Eb6,C7|Fm7,Bb7","Ab"
"September Song","F7|Fm7,Bb7|Cmaj7,Dm7|Em7,Am7|D7sus,D7|G7sus,G7|C6|C6","C"
"Serenade To A Cuckoo","Fm7|Gm7b5,C7|Fm7|Gm7b5,C7|Fm7|Gm7b5,C7|Fm7|F7","C"
"Serpent's Tooth","Bbmaj7,B07|Cm7,C#07|Dm7,D7#5|Ebmaj7,Ab7#11|Bbmaj7,E9|Ebmaj7,Ab7|Bbmaj7|Bb6","Eb"
"Seven Come Eleven","Ab6(Ab),(Fm7)|Ab6(Bbm7),(Eb7)|Ab6(Cm7),(F7)|Ab6(Bbm7),(Eb7)|Ab6(Ab),(Ab7/C)|Ab6(Db),(D07)|Ab6(Bbm7/Eb),(Eb7)|Ab6(Ab)","Db"
"Seven Steps To Heaven","Fmaj7,Bb7|Em7b5,A7|Dm7,Ab7|G7|Gm7|C7|Eb6,E6|F6","C"
"Shaw 'Nuff","Bbmaj7,G7|Cm7,F7|Dm7,G7|Cm7,F7|Fm7,Bb7|Eb7,Ab7|Cm7,F7|Bb6","F"
"She's Funny That Way","Ebmaj7,Bb7#5|Ebmaj7,Bb7#5|Ebmaj7,D7#5|Gm7b5,C7|F7|Db7|Eb6,Bb7|Eb6","Ab"
"Shine","Ebmaj7|Ebmaj7|Fm7|Bb7|Ebmaj7|Ebmaj7|Fm7|Bb7","Bb"
"Shiny Stockings","Gm7|C7|Gm7|C7|Fmaj7|Bb7|Am7|Ab07","C"
"Silver's Serenade","Em9|Em9|Bbm9|Bbm9|Am9|Am9|Ebm9|Ebm9","A"
"Since I Fell For You","Ab7|Db7|Eb7|Bbm7,Eb7|Ab7|Db7|Ebmaj7,C7b9|Fm7,Bb7","Ab"
"Skippy","D7,G7|C7,F7|Bb7,A7|Ab7,Db7|Gb7,F7|Bb7,A7|Ab7|G7","Eb"
"Skylark","Ebmaj7,Fm7|Ebmaj7/G,Abmaj7|Ebmaj7,A7#11|Abmaj7,,Gm7,C7|F7|Fm7,Bb7|Eb6,Bb7#9|Eb6,Bb7","Bb"
"Slipped Disc","Bb7,Eb7|Abmaj7,B07|Bbm7,Eb7|Ab6,F7|Bb7,Eb7|Abmaj7,B07|Bbm7,Eb7|Ab6","Eb"
"Slow Hot Wind","Am9|Am9|Am9|Am9|Dm9|Dm9|Am9|Am9","D"
"Smile","Fmaj7|Fmaj7|Fmaj7|Fmaj7|Fmaj7|Ab07|Gm7|D7","C"
"Smoke Gets In Your Eyes","Ebmaj7,Gb07|Fm7,Bb7|Bbm7,Eb7|Abmaj7,A07|Gm7,Cm7|Fm7,Bb7|Eb6,Cm7|Fm7,Bb7","Bb"
"Só Danço Samba","C6|F7|D7|D7|Dm7|G7|C6|F7","G"
"So Nice (Summer Samba)","Fmaj7|Fmaj7|Bm7|E7b13|Bbmaj7|Bbmaj7|Eb7|Eb7","Bb"
"So What","Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm11","G"
"Social Call","B7#11,Bb7b13|Ebm7|Ebm7,Ab7alt|Dbmaj7|Fm7,Em7|Ebm7|Eb7,D7|Dbmaj7","Ab"
"Softly, As In A Morning Sunrise","Cm7|Dm7b5,G7b9|Cm7|Dm7b5,G7b9|Cm7|Dm7b5,G7b9|Cm7|Dm7b5,G7b9","G"
"Solitude","Ab6|A07|Eb6/Bb|Eb7|Ab6|A07|Eb6/Bb,C7b9|Fm7,Bb7","Ab"
"Some Other Spring","Cmaj7,G7#5|Em7b5,A7b9|Dm7,Dm7b5|Ab7,G7|C7,B7,Bb7,Bb7|Am7b5,Ab7|C6/G,,D7,G7|C6,Dm7,G7,","G"
"Some Other Time","Cmaj7,G7sus|Cmaj7,G7sus|Cmaj7,G7sus|C,C/G,F#m7b5,Fm7|Em7,A7|Dm7,G7sus|Cmaj7,G7sus|Cmaj7,G7sus","G"
"Somebody Loves Me","Fmaj7|Gm7,C7|Fmaj7|Bb7|Am7,D7|Gm7,C7|F6|Gm7,C7","C"
"Someday You'll Be Sorry","Eb|Eb|D7|D7|Eb|Eb|C7|C7","G"
"Someone To Watch Over Me","Abmaj7|Abmaj7|Abm6|Eb6/G|Am7b5,D7b9|G7b13|C7|Fm7,Bb7","Ab"
"Sometimes I'm Happy","F6,D7|Gm7,C7|Am7,D7|Gm7,C7|F6,D7|Gm7,C7|Am7,D7|Gm7,C7","C"
"Somewhere","Bb,Bb7|Eb7,Ab|Fm7,Bb7|Eb7,Ab|Bb,Bb7|Gm,Cm|Ab,Db|Bbm,Gb","Eb"
"Song For My Father","Fm7|Fm7|Eb7|Eb7|Db7|C7sus|Fm7|Fm7","Bb"
"Soon","Ebmaj7|Bbm7,Eb7|Abmaj7|Gm7b5,C7#9|Fm7|Am7b5(Dm7b5),D7b13(G7b9)|Gm7(Cm7),Cm7|Fm7,Bb7","C"
"Sophisticated Lady","Gmaj7,Em7|Am7,D7|Bm7,E7b9|Am7,D7b9|Gmaj7,Em7|Am7,D7|Gmaj7,Cm7|Bbm7,,Cm7b5,F7","D"
"Soul Eyes","Abmaj7|Am7b5,D7b9|Gmaj7|Abm7,Db7|Gbmaj7|Fm7,Bb7|Ebmaj7|Dm7b5,G7b9","D"
"Soultrane","Ebmaj7|Gm7b5,C7b9|Fm7|Db7|Abm7,,Db7,D0|Ebmaj7,,G7,C7|F7,Bb7|Eb6,Fm7/Bb","Ab"
"Sound Lee","Fm7|Bb7|Fm7|E7|Ebmaj7|Abmaj7#11|Gm7|E7","Bb"
"Spring Is Here","Ab07|Ab6|Ab07|Ab6|Cm7b5,F7b9|Bbm7|Cm7,F7|Bbm7,Eb7","Eb"
"Stairway To The Stars","C6,G7#5|Gm7,C7|Fmaj7|Bb7#11|Am7,D7|Dm7,G7|C6,Am7|D7,G7","G"
"Star Dust","Gbmaj7|Gbmaj7|Gbm/maj7|F#m7,B7|Dbmaj7|Fm7,Bb7|Ebm7,Bb7|Ebm7","Gb"
"Star Eyes","Ebmaj7|Fm7,Bb7|Ebmaj7|Ebm7,Ab7|Dbmaj7|Gm7b5,C7b9|Fmaj7|B7,Bb7","Bb"
"Star-Crossed Lovers, The","Gbmaj7,G9b5|Dbmaj7/Ab,Bbm7|Ebm7,Ab13|Dbmaj7,G7b5|Gbmaj7,G9b5|Dbmaj7/Ab,Bbm7|Gm7b5,C7b9|Fm","Gb"
"Stars Fell On Alabama","Cmaj7,A7|Dm7,G7|Cmaj7,Fmaj7|Em7,A7b9|Dm7|G7|Cmaj7,A7|Dm7,G7","G"
"Stolen Moments","Cm7|Cm6|Cm7|Cm6|Fm7|Fm6|Cm7|Cm6","C"
"Stompin' At The Savoy","Dbmaj7|Dbmaj7,Ab7|Dbmaj7|Dbmaj7,D07|Ebm7|Ab7|Db6|Ebm7,Ab7","Ab"
"Stormy Weather","Gmaj7,E7|Am7,D7|Gmaj7,E7|Am7,D7|G6,E7|Am7,D7#5|G6,E7#9|Am7,D7","D"
"Straight Life","F7|Eb7|F7|Eb7|F7|Eb7|F7|Eb7","Bb"
"Strangers In The Night","Fmaj7|Fmaj7|Fmaj7|Fmaj7|Fmaj7|F/A,Ab07|Gm6,Eb/G|Gm6,Eb/G","C"
"Street Of Dreams","F7|Fm7,Bb7|Ebmaj7,Abmaj7|Gm7,C7#5|F7|Fm7,Bb7|Ebmaj7,Bb7#5|Bbm7,Eb7","Bb"
"Strike Up The Band","Ebmaj7|Ebmaj7|E07|E07|Fm7|Bb7|Ebmaj7(Bbm7)|Bbm7(Eb7),Eb7","Bb"
"Strollin'","Dbmaj7|Dbmaj7|Em7,A7|Ebm7,Ab7|Dbmaj7|Dbmaj7|Abm7,Db7|Gm7,C7","Ab"
"Subconscious Lee","Gm7b5|C7b9|Fm7|Fm7|Dm7b5|G7b9|Cmaj7|Cmaj7","C"
"Suddenly It's Spring","Cm7|D7|Gm7|C7|Cm7|F7|Bbmaj7|Dm7b5,G7b9","G"
"Summer Knows, The","Fm9|C7b9/E|Fm9/Eb|Dm7b5|Bbm9|F7b9/A|Bbm9/Ab,Gm7b5|C7b9sus,C7b9","F"
"Summer Night","Cm7|G7b9|Cm7|G7b9|Cm7,Bm7|Bbm7,Eb7|Abmaj7|Dbmaj7#11","C"
"Sunshower","Am7|Bm7b5|Am7|Bm7b5|Am7|Bm7b5|Am7|Bm7b5","E"
"Surrey With The Fringe On The Top","Bbmaj7,B07|Cm7,F7|Bbmaj7,B07|Cm7,F7|Bbmaj7,B07|Am7b5,D7|Gm7,C7|Cm7,F7","F"
"Sway","Am7b5,D7|Am7b5,D7|Gm7|Gm7|Eb7,D7|Eb7,D7|Gm7|Gm7","D"
"Sweet And Lovely","Gm7|C7|Gm7|C7|F7|Bbmaj7,Eb7|Cmaj7,G7|C6","C"
"Sweet Lorraine","G6,F7,E7,|Am7,,D7,B7/D#|Em7,Eb7,Dm7,G7|C7,B7b9|E7,A7|Am7,D7|G6,,C7,C#0|G6/D,D7","D"
"Sweet Sue, Just You","Am7|D7|Am7|D7|G6|C7|G6|Bm7b5,E7b9","D"
"Swinging At The Haven","Bb13sus|Bb13sus|Bb13sus|Bb13sus|Ab13sus|Ab13sus|Ab13sus|Ab13sus","Eb"
"Tadd's Delight","Bbm7|Bbm7,Eb7b9|Abmaj7|Cm7b5,F7|Bbm7|Bbm7,Eb7b9|Abmaj7|Ebm7,Ab7","Eb"
"Take The A Train","C6|C6|D7#11|D7#11|Dm7|G7|C6|Dm7,G7","G"
"Taking A Chance On Love","Fmaj7,Dm7|Gm7,D7|Gm7,C7|Fmaj7,A7|Dm7|G7|Gm7,C7|F6,,(Gm),(C7)","C"
"Tangerine","Gm7|C7|F6,Bb7|Am7,D7#9|Gm7,C7|Gm7,C7|Fmaj7|D7b9","C"
"Tautology","Fmaj7|A7b9|Dm7|D7b13|Gm7|C7|Fmaj7,Dm7|Gm7,C7","C"
"Tea For Two","Bbm7,Eb7|Bbm7,Eb7|Abmaj7,Db7|Cm7,F7|Bbm7,Eb7|Bbm7,Eb7|Abmaj7|Abmaj7","Eb"
"Teach Me Tonight","Ebmaj7,Ab7|Gm7,C7b13|Fm7,Bb7|Gm7b5,C7b9|Fm7|Bb7|Eb6,Cm7|Fm7,Bb7","Bb"
"Tempus Fugit","Gm7,A7b9|Dm7|A7b9|Dm7|Gm7,A7b9|Dm7|E7,A7b9|Dm7","D"
"Tenderly","Ebmaj7|Ab7|Ebm7|Ab7|Fm7|Db7#11|Ebmaj7|Gm7b5,C7b9","Ab"
"Thanks For The Memory","Gm7,C7|F6|F6,F#07|Gm7,C7,F6,|F#07,Gm7|A07,Bb6|Gm7,C7|F6,D7b9","C"
"That Ole Devil Called Love","Bbm7,Eb7|Ab6|Cm7|F7|Bbm7|Bbm7b5,Eb7|Bbm7,,Bbm7/Eb,Eb7|Ab6","Eb"
"That's All","Bbmaj7,Cm7|Dm7,,Cm7,F7|Bbmaj7,Eb7|Dm7,G7|Em7b5,Ebm7|Bbmaj7/D,G7#9|Cm7,F7|Bb6,F7","F"
"That's Life","Gmaj7|F#m7,B7|Em7|A7|Gmaj7,B7|Em7|A7|Am7,D7","D"
"Them There Eyes","Abmaj7|Abmaj7|Abmaj7|Abmaj7|Ab6|F7|Bb7|Bb7","Eb"
"Theme, The","Bbmaj7,G7|Cm7,F7|Dm7,G7|Cm7,F7|Fm7,Bb7|Eb7,Ab7|Cm7,F7|Bb6","F"
"There Is No Greater Love","Bbmaj7|Eb7|Ab7#11|G7|C7|Cm7,F7|Bb6|Cm7,F7","F"
"There Will Never Be Another You","Ebmaj7|Ebmaj7|Dm7b5|G7b9|Cm7|Cm7|Bbm7|Eb7","G"
"There'll Be Some Changes Made","G7|G7|C7|C7|D7|G7|C7|C7,F7","G"
"There's A Small Hotel","Gmaj7|Gmaj7|Gmaj7,C7|Bm7,Bb07|Am7,Ab07|Am7,D7|Gmaj7|Am7,D7","D"
"There's No You","Fmaj7|Eb7|Fmaj7|Db7|Fmaj7|Am7,Ab07|Gm7,C7|Fmaj7,(C7)","C"
"These Foolish Things","Ebmaj7,Cm7|Fm7,Bb7|Ebmaj7,Cm7|Fm7,Bb7|Bbm7,Eb7|Abmaj7,,G7,C7|F7,Bb7|Eb6,,Fm7,Bb7","Bb"
"They All Laughed","Gmaj7,Em7|Am7,D7|Am7,D7|Gmaj7,D7sus|Gmaj7,Em7|Am7,D7|G6|Am7,D7","D"
"Things We Did Last Summer, The","Cm7,F7|Cm7,F7|Bbmaj7,F7|Bbmaj7|Dm7,G7|Dm7,G7|C7,Ab7|Gm7,C7","G"
"Think Of One","F,B9b5|Dm7,Eb9|Ab13,Db7|Gb13|F,B9b5|Dm7,Eb9|Ab7,Db7|Gb7","Db"
"This Can't Be Love","Fmaj7|Fmaj7|Bb7|Bb7|Fmaj7|Dm7|Gm7|C7","F"
"This I Dig Of You","Bbmaj7/F|Cm7/F|Dm7/F|Cm7/F|Dm7/F|Cm7/F|Bbmaj7/F|Fm7,Bb7","F"
"This Is All I Ask","Fmaj7|D7b13|Gm7,C7|Fmaj7|Fmaj7,Dm7|Gm7,C7|Fmaj7|Bm7b5,E7b9","C"
"This Time The Dream's On Me","Gmaj7|E7b13|Am7|Cm7,F7|Bm7,E7|Am7,D7|G6,Em7|Am7,D7","D"
"Thou Swell","Fm7|Bb7|Fm7|Bb7|Ebmaj7|Ab7|Ebmaj7|Am7b5,D7b9","Bb"
"Three Little Words","Cmaj7|Cmaj7|Cmaj7|Ebm7,Ab7|Dm7|G7|Dm7|G7","G"
"Thriving From A Riff","Bbmaj7,G7|Cm7,F7|Dm7,G7|Cm7,F7|Bbmaj7,Bb7|Eb7,Ab7|Cm7,F7|Bb6","F"
"Tickle-Toe","Bbm7,F7|Bbm7,F7|Bbm7|Bb7|Ebm7,Bb7|Ebm7,Bb7|Ebm7|Abm7,Db7","Eb"
"Till There Was You","Ebmaj7|E07|Fm7|Abm7,Db9|Gm7,Gb07|Fm7,Bb7|Eb6|Fm7,Bb7","Bb"
"Tin Tin Deo","Fm6,Ebm6|Dbmaj7,C7#5|Fm6,D7#9|Gm7b5,Gb7|Fm6,Ebm6|Dbmaj7,C7#5|Fm7,Bb7|Eb7,D7b5#9","C"
"Tiny Capers","Bb6,D7|Gm7,Bb7|Ebmaj7,G7|Cm7,C#07|Dm7,Eb7|Dm7,G7|Cm7,F7|Bb6,F7","G"
"Tippin'","Bb6,G7b9|Cm7,C#07|Bb/D,G7b9|Cm7,F7|Bb7|Eb6,E07|Bb/F,Gm7|C7,,F7,Bb","F"
"Tis Autumn","Fm7|Bb7#5|Ebmaj7,Fm7|Gm7,C7b9|Fm7,Db7#11|Cm7,F7|Fm7,Bb7|Eb6,C7b9#5","Bb"
"Tonight I Shall Sleep","Dbmaj7|Cm7b5,F7b9|Bbm7,Bbm7/Ab|Gm7b5,Gb7#11|Fm7b5,Bb7b9|Fm7b5,Bb7b9|Eb7|Eb7","Bb"
"Tonight You Belong To Me","Cmaj7|Em7|Fmaj7|Cmaj7,A7|Dm7,Fm6|Cmaj7,Am7|D7,G7|Cmaj7,G7","G"
"Too Close For Comfort","Cmaj7|B7#5|Em7b5|A7b13|Dm7b5|G7|Cmaj7|Gm7,C7","G"
"Too Marvelous For Words","Am7|D7|Gmaj7,F7|E7b9|Am7|F7|Am7,D7|G6","D"
"Too Young To Go Steady","Fmaj7,Dm7|Gm7,C7|Fmaj7,Dm7|Gm7,C7|Am7,D7|Gm7,C7|F6,D7|Gm7,C7","C"
"Touch Of Your Lips, The","Cmaj7,Am7|Dm7,G7|Cmaj7,Am7|Dm7,G7|Cmaj7,Am7|Dm7,G7|Em7b5|A7b9","G"
"Tour De Force","Dm7b5,Dbm7|Cm7,Bm7|Bbm7,Eb7|Cm7,Bm7|Dm7b5,Dm7|Cm7,Bm7|Bbm7,Eb7|Ab6","G"
"Toy Tune","Bbm9,Am9,Cm7,Bm7|Bm7|Db/A|Bbm7,Bmaj7|Gbmaj9,Em69|Dmaj9,Gm9|Fmaj9|E7alt","Bb"
"Toys","Bb7(F7)|Bb7(F7)|F7|F7|E7#9|Db|Cm7|Cm7","F"
"Training","Dm7,G7|Cm7|C#m7,F#7|Bmaj7|Bbm7,Eb7|Abmaj7|Bbm7,Eb7|Abmaj7","Eb"
"Travels","Gmaj7|Gmaj7/B|Cmaj7,Cmaj7/D|Gmaj7,B7|Em7,Dm9|Cmaj7|Em7,C/D|Gadd9,C/D","C"
"Tricotism","A7|A7|Dbmaj7|Cm7b5,F7b9|Bbm,Bbm/maj7|Bbm7,Eb7|Ebm7|Ab7","Eb"
"Trinkle Tinkle","Bbm7,Eb7|A7#11|Ab7,Db7|F#7,B7|E7,Fm7|Bb7#5,Ebmaj7|Ebmaj7|Ebmaj7","Eb"
"Troubled Waters","Dm6|Gm7,E7|A7|D7|G7|C7|F6|Bb7,A7","G"
"Try A Little Tenderness","Ebmaj7,Cm7|Fm7,Bb7|Eb6,Gm7b5/Db|C7|F7|Bb7|Eb6|Fm7,Bb7","Bb"
"Two For The Road","Em7,B7b13|Em7,A7b9|Dm7,A7b13|Dm7,G7b9|Em7b5,A7b9|Dm7b5,G7b9|Cmaj7,Cmaj7/B|Am7,Am7/G","A"
"Two Not One","Dbmaj7|Dbm/maj7|Abmaj7|F7#11|Bbm7|Eb7|Abmaj7|Ab7","Ab"
"Two Sleepy People","Eb6,Gb07|Fm7,Bb7|Eb6,C7|Fm7,Bb7|Gm7,C7|Fm7,Ab6|Eb,C7,F7,Bb7|Eb6,Bb7","Bb"
"Undecided","C6|C6|F7|F7|D7|Dm7,G7|C6|C6","C"
"Under A Blanket Of Blue","Bbm7|Eb7#5|Abmaj7,Cm7|F7|Bbm7|Eb7|Abmaj7,Dbm6|Ab6","Eb"
"Unforgettable","Gmaj7|Gmaj7|Bb07|Bb07|Cmaj7|Cmaj7|Em7|A7","C"
"Unity Village","Am|E7|Fmaj7|Fmaj7|Am|E7|Fmaj7|Bbmaj7#11","A"
"Upper Manhattan Medical Group","Fm7b5|Bb7b9|Ebm7|Ab7|Db07|Db6|Db07|Db6","Ab"
"Very Thought Of You, The","Abmaj7,Dbmaj7|Cm7,Eb7sus|Ab6,Dbmaj7|Cm7,Eb7sus|Ab6,Bbm7|B07,Ab6/C|Bb7|Bb7","Eb"
"Violets For Your Furs","Gm7,C7|Fmaj7|Bbm7,Eb7|Fmaj7,D7b9|Gm7,C7|Fmaj7|Am7,D7b9|Gm7,D7b9#5","C"
"Virgo","Fmaj7|Bbm7,Eb7|Dm7b5,Bb7#11|Amaj7|Am7|Fm7,Bb7|Em7b5,Eb7#11|Dmaj7","A"
"Voyage","Fm6|Fm6|F#m6|F7b9|Bbm7|Gm7b5,C7b9|Fm6|Gm7b5,C7b9","C"
"Walkin' My Baby Back Home","Ebmaj7,Bb7|Ebmaj7,Bb7|Ebmaj7,C7|F7|Fm7,Bb7|Fm7,Bb7|Fm7,Bb7|Eb6","Bb"
"Walkin' up","Cmaj7,Bbmaj7|Abmaj7,Gbmaj7|Fmaj7,B13|Emaj7,Amaj7#11|Ebmaj7,Abmaj7|Dbmaj7,Gbmaj7|Bmaj7,Emaj7|Amaj7,Dmaj7","E"
"Warm Valley","Bbmaj7|E7|Eb7,,Em7b5,A7|D7|Dm7b5,G7b9|Cm7b5|Bbmaj7,F7sus|Bbmaj7,F7","Eb"
"Wave","Gm7/Bb|C7/Bb|Fmaj7/A|Fmaj7/A|Fm7/Ab|Bb7/Ab|Ebmaj7/G|A7b9","C"
"Wayne's Thang","Em7|Em7|C6|C6|B7b9b13|B7b9b13|Em7|Em7","E"
"We See","Bbmaj7,Ab7|Gb7|Cm7|F7|Fm7,Bb7b9|Ebmaj7,Ab7|C7|F7","F"
"We'll Be Together Again","C6,C6,Ab7,|Dm7,G7|Am7|D7#11|Bbm7,Eb7|Abmaj7,Dbmaj7|Dm7b5,G7|C6,,Dm7,G7","G"
"Webb City","Bbmaj7,Gm7|Cm7,C#07|Dm7,G7b9|Cm7,F7|Bb7|Eb7,Ebm7|Cm7,F7|Bb6","F"
"Well You Needn't","F6|Gb7|F6|Gb7|F6|Gb7|F6|F6","C"
"What Are You Doing New Year's Eve?","Fmaj7|Eb7|Fmaj7,F7|Bbmaj7,Eb7|Fmaj7,Dm7|G7|C7,C7b9|F6,C7sus","C"
"What Is This Thing Called Love","Gm7b5|C7b9|Fm6|Fm6|Dm7b5|G7#5|Cmaj7|Cmaj7","C"
"What's New","C6|Bbm7,Eb7|Abmaj7|Dm7b5,G7b9|Cm7,Am7b5|Dm7b5,G7b9|C6,Am7|Dm7,G7","G"
"When I Fall In Love","Ebmaj7,C7|Fm7,Bb7|Ebmaj7,C7|Fm7,Bb7|Ebmaj7,Ab7|G7b9,C7b9|F7|Bb7","Bb"
"When It's Sleepy Time Down South","Fmaj7|Bb7#11|Cmaj7,Am7|D7|G7,G7/F|E7sus,E7|Fmaj7,Bb7|C6,C7","C"
"When Lights Are Low","Ebmaj7,Fm7|Gm7,Fm7|Ebmaj7,Fm7|Gm7,C7#9|Fm7,Bb7|Gm7,C7|Fm7,Bb7|Eb6,Bb7","C"
"When Sunny Gets Blue","Gm7,C7|Bbm7,Eb7|Fmaj7,Gm7|Am7,D7|Bm7b5,,Bbm7,Eb7|Fmaj7/A,,Abm7,Db7|Gm7,C7|Fmaj7","C"
"When The Sun Comes Out","C7,Bb7|Am7,D7|C7,C#07|D7sus,D7|Dm7,G7|Cmaj7,F7|Bm7,E7|Am7,D7","G"
"When You Wish Upon A Star","Cmaj7,A7b13|Dm7|G7|C6,F7|Em7,Eb07|Dm7,G7|Dm7,G7|C6","G"
"When You're Smilin'","Fm7|Bb7|Eb6|Eb6|Gm7|C7|Cm7|F7","C"
"When Your Lover Has Gone","Gmaj7|G6|Gm6|C7|A7|A7|Cm6|F7","C"
"Where Are You?","Gmaj7,C7|Bm7,Bb07|Am7,D7sus|Gmaj7,Em7|A7,Bb07|Bm7,E7|Am7,D7|G6,Am7,D7,","D"
"Where Or When","Eb|Eb6|Ebmaj7|Ebmaj7|Abmaj7|Abmaj7|Abmaj7|Fm7,Bb7sus","Ab"
"Whisper Not","Cm7,Cm7/Bb|Am7b5,D7b9|Gm7,Gm7/F|Em7b5,A7b9|Dm7,Bm7b5|Em7b5,A7b9|Dm7,Em7|Fm7,G7b9","A"
"Who Can I Turn To","Ebmaj7|Ebmaj7|Fm7|Bb7|Ebmaj7,Fm7|Gm7,Abmaj7|Bbm7|Eb7","Bb"
"Why Do I Love You?","Abmaj7|Fm7|Bbm7|Eb7|Abmaj7|F7|Bbm7|Eb7","Eb"
"Willow Weep For Me","G7,C7|G7,C7|G7,,Am7,Bb0|G6/B,Am7,Dm7,Db7|C7,Db7#11|C7,,Am7,D7|G7,C7|G7,D7","C"
"With The Wind And The Rain In Your Hair","Eb07|Eb07|Ebmaj7,Fm7|Gm7,G7b9|Cm7|F7|Fm7|Bb7","Bb"
"Woody'n You","Gm7b5|C7b9|Fm7b5|Bb7b9|Ebm7b5|Ab7b9|Dbmaj7|Dbmaj7","Ab"
"Wow","Gm7|C7|F6,Gm7|Am7,Abmaj7|Gmaj7|Gbm7|Fmaj7|F#07","C"
"Wrap Your Troubles In Dreams","Cmaj7,F7|Em7,A7|Dm7,E7|Am7,C7|Fmaj7,F#07|Cmaj7/G,A7|D7,G7|Cmaj7,G7","G"
"Yardbird Suite","C6|Fm7,Bb7|C7,Bb7|A7|D7|G7|C6|Dm7,G7","G"
"Yesterday's Gardenias","Bbmaj7,Cm7|Dm7,G7b9|Cm7,B07|Cm7,F7|Bbmaj7,Eb7#11|Dm7,Gm7|Em7|A7","G"
"You And The Night And The Music","Ab7|Ab7|G7|G7|Ab7|Ab7|G7,Ab7|G7","C"
"You Are Too Beautiful","Fmaj7,F#07|C6/G,A7b9|Dm7,G7b9|Cmaj7|Bm7b5,E7b9|Am7,E7b9|Am7,D7|Dm7,,Em7,A7","G"
"You Better Go Now","Ebmaj7,Bb7#5|Ebmaj7,E07|Fm7,Bb7|Fm7,Bb7|Ebmaj7,Bb7#5|Ebmaj7,E07|Fm7,Bb7|Fm7,Bb7","Bb"
"You Brought A New Kind Of Love To Me","Bbm7|Eb7|Ab7,G7|Gb7,F7|Bb7|Eb7|Ab6,F7|Bbm7,Eb7","Eb"
"You Can Depend On Me","Gm7|C7|Fmaj7|Am7,Ab07|Gm7|C7|F6|Am7b5,D7","C"
"You Don't Know What Love Is","Fm7|Db7,C7b9|Fm7,C7b9|Db7|Gm7b5,C7b9|Fm7,E7,Ebm7,D7|Db7,C7b9|Fm6","C"
"You Go To My Head","Ebmaj7,Gm7|Abm7,Db7|Gbmaj7|Fm7b5,Bb7b13|Ebm7,Cm7b5|Fm7b5,Bb7b13|Ebmaj7|Bbm7,Eb7","Bb"
"You Keep Coming Back Like A Song","Ebmaj7|Fm7,Bb7|Ebmaj7|Fm7,Bb7|Ebmaj7,E07|Fm7,Bb7|Ebmaj7|Eb7","Bb"
"You Make Me Feel So Young","Bbmaj7,B07(G7b9#5)|Cm7,F7(C#07)|Bbmaj7(Dm7),B07(G7#5)|Fm7/C(Gb9),F7|Bbmaj7,Bb7(E7b5)|Ebmaj7,Eb6(E07)|Dm7(Bb6/F),Db07(G7#5)|Cm7,F7","F"
"You Must Believe In Spring","C#m7b5,F#7b9|F#7b9/B,Bm7|Em7,A7|A7b9/D,Dmaj7|G#m7b5,C#7b9|F#m7b5,B7b9|Em7,A7|Dmaj7,,G#7#5(C#m7b5),(F#7)","A"
