"Title","ChordProgression","Key","RomanNumeralProgression"
"Star Dust","Gbmaj7|Gbmaj7|Gbm/maj7|F#m7,B7|Dbmaj7|Fm7,Bb7|Ebm7,Bb7|Ebm7",NA,""
"Star Eyes","Ebmaj7|Fm7,Bb7|Ebmaj7|Ebm7,Ab7|Dbmaj7|Gm7b5,C7b9|Fmaj7|B7,Bb7",NA,""
"Star-Crossed Lovers, The","Gbmaj7,G9b5|Dbmaj7/Ab,Bbm7|Ebm7,Ab13|Dbmaj7,G7b5|Gbmaj7,G9b5|Dbmaj7/Ab,Bbm7|Gm7b5,C7b9|Fm",NA,""
"Stars Fell On Alabama","Cmaj7,A7|Dm7,G7|Cmaj7,Fmaj7|Em7,A7b9|Dm7|G7|Cmaj7,A7|Dm7,G7",NA,""
"Stolen Moments","Cm7|Cm6|Cm7|Cm6|Fm7|Fm6|Cm7|Cm6",NA,""
"Stompin' At The Savoy","Dbmaj7|Dbmaj7,Ab7|Dbmaj7|Dbmaj7,D07|Ebm7|Ab7|Db6|Ebm7,Ab7",NA,""
"Stormy Weather","Gmaj7,E7|Am7,D7|Gmaj7,E7|Am7,D7|G6,E7|Am7,D7#5|G6,E7#9|Am7,D7",NA,""
"Straight Life","F7|Eb7|F7|Eb7|F7|Eb7|F7|Eb7",NA,""
"Strangers In The Night","Fmaj7|Fmaj7|Fmaj7|Fmaj7|Fmaj7|F/A,Ab07|Gm6,Eb/G|Gm6,Eb/G",NA,""
"Street Of Dreams","F7|Fm7,Bb7|Ebmaj7,Abmaj7|Gm7,C7#5|F7|Fm7,Bb7|Ebmaj7,Bb7#5|Bbm7,Eb7",NA,""
"Strike Up The Band","Ebmaj7|Ebmaj7|E07|E07|Fm7|Bb7|Ebmaj7(Bbm7)|Bbm7(Eb7),Eb7",NA,""
"Strollin'","Dbmaj7|Dbmaj7|Em7,A7|Ebm7,Ab7|Dbmaj7|Dbmaj7|Abm7,Db7|Gm7,C7",NA,""
"Subconscious Lee","Gm7b5|C7b9|Fm7|Fm7|Dm7b5|G7b9|Cmaj7|Cmaj7",NA,""
"Suddenly It's Spring","Cm7|D7|Gm7|C7|Cm7|F7|Bbmaj7|Dm7b5,G7b9",NA,""
"Summer Knows, The","Fm9|C7b9/E|Fm9/Eb|Dm7b5|Bbm9|F7b9/A|Bbm9/Ab,Gm7b5|C7b9sus,C7b9",NA,""
"Summer Night","Cm7|G7b9|Cm7|G7b9|Cm7,Bm7|Bbm7,Eb7|Abmaj7|Dbmaj7#11",NA,""
"Sunshower","Am7|Bm7b5|Am7|Bm7b5|Am7|Bm7b5|Am7|Bm7b5",NA,""
"Surrey With The Fringe On The Top","Bbmaj7,B07|Cm7,F7|Bbmaj7,B07|Cm7,F7|Bbmaj7,B07|Am7b5,D7|Gm7,C7|Cm7,F7",NA,""
"Sway","Am7b5,D7|Am7b5,D7|Gm7|Gm7|Eb7,D7|Eb7,D7|Gm7|Gm7",NA,""
"Sweet And Lovely","Gm7|C7|Gm7|C7|F7|Bbmaj7,Eb7|Cmaj7,G7|C6",NA,""
"Sweet Lorraine","G6,F7,E7,|Am7,,D7,B7/D#|Em7,Eb7,Dm7,G7|C7,B7b9|E7,A7|Am7,D7|G6,,C7,C#0|G6/D,D7",NA,""
"Sweet Sue, Just You","Am7|D7|Am7|D7|G6|C7|G6|Bm7b5,E7b9",NA,""
"Swinging At The Haven","Bb13sus|Bb13sus|Bb13sus|Bb13sus|Ab13sus|Ab13sus|Ab13sus|Ab13sus",NA,""
"Tadd's Delight","Bbm7|Bbm7,Eb7b9|Abmaj7|Cm7b5,F7|Bbm7|Bbm7,Eb7b9|Abmaj7|Ebm7,Ab7",NA,""
"Take The A Train","C6|C6|D7#11|D7#11|Dm7|G7|C6|Dm7,G7",NA,""
"Taking A Chance On Love","Fmaj7,Dm7|Gm7,D7|Gm7,C7|Fmaj7,A7|Dm7|G7|Gm7,C7|F6,,(Gm),(C7)",NA,""
"Tangerine","Gm7|C7|F6,Bb7|Am7,D7#9|Gm7,C7|Gm7,C7|Fmaj7|D7b9",NA,""
"Tautology","Fmaj7|A7b9|Dm7|D7b13|Gm7|C7|Fmaj7,Dm7|Gm7,C7",NA,""
"Tea For Two","Bbm7,Eb7|Bbm7,Eb7|Abmaj7,Db7|Cm7,F7|Bbm7,Eb7|Bbm7,Eb7|Abmaj7|Abmaj7",NA,""
"Teach Me Tonight","Ebmaj7,Ab7|Gm7,C7b13|Fm7,Bb7|Gm7b5,C7b9|Fm7|Bb7|Eb6,Cm7|Fm7,Bb7",NA,""
"Tempus Fugit","Gm7,A7b9|Dm7|A7b9|Dm7|Gm7,A7b9|Dm7|E7,A7b9|Dm7",NA,""
"Tenderly","Ebmaj7|Ab7|Ebm7|Ab7|Fm7|Db7#11|Ebmaj7|Gm7b5,C7b9",NA,""
"Thanks For The Memory","Gm7,C7|F6|F6,F#07|Gm7,C7,F6,|F#07,Gm7|A07,Bb6|Gm7,C7|F6,D7b9",NA,""
"That Ole Devil Called Love","Bbm7,Eb7|Ab6|Cm7|F7|Bbm7|Bbm7b5,Eb7|Bbm7,,Bbm7/Eb,Eb7|Ab6",NA,""
"That's All","Bbmaj7,Cm7|Dm7,,Cm7,F7|Bbmaj7,Eb7|Dm7,G7|Em7b5,Ebm7|Bbmaj7/D,G7#9|Cm7,F7|Bb6,F7",NA,""
"That's Life","Gmaj7|F#m7,B7|Em7|A7|Gmaj7,B7|Em7|A7|Am7,D7",NA,""
"Them There Eyes","Abmaj7|Abmaj7|Abmaj7|Abmaj7|Ab6|F7|Bb7|Bb7",NA,""
"Theme, The","Bbmaj7,G7|Cm7,F7|Dm7,G7|Cm7,F7|Fm7,Bb7|Eb7,Ab7|Cm7,F7|Bb6",NA,""
"There Is No Greater Love","Bbmaj7|Eb7|Ab7#11|G7|C7|Cm7,F7|Bb6|Cm7,F7",NA,""
"There Will Never Be Another You","Ebmaj7|Ebmaj7|Dm7b5|G7b9|Cm7|Cm7|Bbm7|Eb7",NA,""
"There'll Be Some Changes Made","G7|G7|C7|C7|D7|G7|C7|C7,F7",NA,""
"There's A Small Hotel","Gmaj7|Gmaj7|Gmaj7,C7|Bm7,Bb07|Am7,Ab07|Am7,D7|Gmaj7|Am7,D7",NA,""
"There's No You","Fmaj7|Eb7|Fmaj7|Db7|Fmaj7|Am7,Ab07|Gm7,C7|Fmaj7,(C7)",NA,""
"These Foolish Things","Ebmaj7,Cm7|Fm7,Bb7|Ebmaj7,Cm7|Fm7,Bb7|Bbm7,Eb7|Abmaj7,,G7,C7|F7,Bb7|Eb6,,Fm7,Bb7",NA,""
"They All Laughed","Gmaj7,Em7|Am7,D7|Am7,D7|Gmaj7,D7sus|Gmaj7,Em7|Am7,D7|G6|Am7,D7",NA,""
"Things We Did Last Summer, The","Cm7,F7|Cm7,F7|Bbmaj7,F7|Bbmaj7|Dm7,G7|Dm7,G7|C7,Ab7|Gm7,C7",NA,""
"Think Of One","F,B9b5|Dm7,Eb9|Ab13,Db7|Gb13|F,B9b5|Dm7,Eb9|Ab7,Db7|Gb7",NA,""
"This Can't Be Love","Fmaj7|Fmaj7|Bb7|Bb7|Fmaj7|Dm7|Gm7|C7",NA,""
"This I Dig Of You","Bbmaj7/F|Cm7/F|Dm7/F|Cm7/F|Dm7/F|Cm7/F|Bbmaj7/F|Fm7,Bb7",NA,""
"This Is All I Ask","Fmaj7|D7b13|Gm7,C7|Fmaj7|Fmaj7,Dm7|Gm7,C7|Fmaj7|Bm7b5,E7b9",NA,""
"This Time The Dream's On Me","Gmaj7|E7b13|Am7|Cm7,F7|Bm7,E7|Am7,D7|G6,Em7|Am7,D7",NA,""
"Thou Swell","Fm7|Bb7|Fm7|Bb7|Ebmaj7|Ab7|Ebmaj7|Am7b5,D7b9",NA,""
"Three Little Words","Cmaj7|Cmaj7|Cmaj7|Ebm7,Ab7|Dm7|G7|Dm7|G7",NA,""
"Thriving From A Riff","Bbmaj7,G7|Cm7,F7|Dm7,G7|Cm7,F7|Bbmaj7,Bb7|Eb7,Ab7|Cm7,F7|Bb6",NA,""
"Tickle-Toe","Bbm7,F7|Bbm7,F7|Bbm7|Bb7|Ebm7,Bb7|Ebm7,Bb7|Ebm7|Abm7,Db7",NA,""
"Till There Was You","Ebmaj7|E07|Fm7|Abm7,Db9|Gm7,Gb07|Fm7,Bb7|Eb6|Fm7,Bb7",NA,""
"Tin Tin Deo","Fm6,Ebm6|Dbmaj7,C7#5|Fm6,D7#9|Gm7b5,Gb7|Fm6,Ebm6|Dbmaj7,C7#5|Fm7,Bb7|Eb7,D7b5#9",NA,""
"Tiny Capers","Bb6,D7|Gm7,Bb7|Ebmaj7,G7|Cm7,C#07|Dm7,Eb7|Dm7,G7|Cm7,F7|Bb6,F7",NA,""
"Tippin'","Bb6,G7b9|Cm7,C#07|Bb/D,G7b9|Cm7,F7|Bb7|Eb6,E07|Bb/F,Gm7|C7,,F7,Bb",NA,""
"Tis Autumn","Fm7|Bb7#5|Ebmaj7,Fm7|Gm7,C7b9|Fm7,Db7#11|Cm7,F7|Fm7,Bb7|Eb6,C7b9#5",NA,""
"Tonight I Shall Sleep","Dbmaj7|Cm7b5,F7b9|Bbm7,Bbm7/Ab|Gm7b5,Gb7#11|Fm7b5,Bb7b9|Fm7b5,Bb7b9|Eb7|Eb7",NA,""
"Tonight You Belong To Me","Cmaj7|Em7|Fmaj7|Cmaj7,A7|Dm7,Fm6|Cmaj7,Am7|D7,G7|Cmaj7,G7",NA,""
"Too Close For Comfort","Cmaj7|B7#5|Em7b5|A7b13|Dm7b5|G7|Cmaj7|Gm7,C7",NA,""
"Too Marvelous For Words","Am7|D7|Gmaj7,F7|E7b9|Am7|F7|Am7,D7|G6",NA,""
"Too Young To Go Steady","Fmaj7,Dm7|Gm7,C7|Fmaj7,Dm7|Gm7,C7|Am7,D7|Gm7,C7|F6,D7|Gm7,C7",NA,""
"Touch Of Your Lips, The","Cmaj7,Am7|Dm7,G7|Cmaj7,Am7|Dm7,G7|Cmaj7,Am7|Dm7,G7|Em7b5|A7b9",NA,""
"Tour De Force","Dm7b5,Dbm7|Cm7,Bm7|Bbm7,Eb7|Cm7,Bm7|Dm7b5,Dm7|Cm7,Bm7|Bbm7,Eb7|Ab6",NA,""
"Toy Tune","Bbm9,Am9,Cm7,Bm7|Bm7|Db/A|Bbm7,Bmaj7|Gbmaj9,Em69|Dmaj9,Gm9|Fmaj9|E7alt",NA,""
"Toys","Bb7(F7)|Bb7(F7)|F7|F7|E7#9|Db|Cm7|Cm7",NA,""
"Training","Dm7,G7|Cm7|C#m7,F#7|Bmaj7|Bbm7,Eb7|Abmaj7|Bbm7,Eb7|Abmaj7",NA,""
"Travels","Gmaj7|Gmaj7/B|Cmaj7,Cmaj7/D|Gmaj7,B7|Em7,Dm9|Cmaj7|Em7,C/D|Gadd9,C/D",NA,""
"Tricotism","A7|A7|Dbmaj7|Cm7b5,F7b9|Bbm,Bbm/maj7|Bbm7,Eb7|Ebm7|Ab7",NA,""
"Trinkle Tinkle","Bbm7,Eb7|A7#11|Ab7,Db7|F#7,B7|E7,Fm7|Bb7#5,Ebmaj7|Ebmaj7|Ebmaj7",NA,""
"Troubled Waters","Dm6|Gm7,E7|A7|D7|G7|C7|F6|Bb7,A7",NA,""
"Try A Little Tenderness","Ebmaj7,Cm7|Fm7,Bb7|Eb6,Gm7b5/Db|C7|F7|Bb7|Eb6|Fm7,Bb7",NA,""
"Two For The Road","Em7,B7b13|Em7,A7b9|Dm7,A7b13|Dm7,G7b9|Em7b5,A7b9|Dm7b5,G7b9|Cmaj7,Cmaj7/B|Am7,Am7/G",NA,""
"Two Not One","Dbmaj7|Dbm/maj7|Abmaj7|F7#11|Bbm7|Eb7|Abmaj7|Ab7",NA,""
"Two Sleepy People","Eb6,Gb07|Fm7,Bb7|Eb6,C7|Fm7,Bb7|Gm7,C7|Fm7,Ab6|Eb,C7,F7,Bb7|Eb6,Bb7",NA,""
"Undecided","C6|C6|F7|F7|D7|Dm7,G7|C6|C6",NA,""
"Under A Blanket Of Blue","Bbm7|Eb7#5|Abmaj7,Cm7|F7|Bbm7|Eb7|Abmaj7,Dbm6|Ab6",NA,""
"Unforgettable","Gmaj7|Gmaj7|Bb07|Bb07|Cmaj7|Cmaj7|Em7|A7",NA,""
"Unity Village","Am|E7|Fmaj7|Fmaj7|Am|E7|Fmaj7|Bbmaj7#11",NA,""
"Upper Manhattan Medical Group","Fm7b5|Bb7b9|Ebm7|Ab7|Db07|Db6|Db07|Db6",NA,""
"Very Thought Of You, The","Abmaj7,Dbmaj7|Cm7,Eb7sus|Ab6,Dbmaj7|Cm7,Eb7sus|Ab6,Bbm7|B07,Ab6/C|Bb7|Bb7",NA,""
"Violets For Your Furs","Gm7,C7|Fmaj7|Bbm7,Eb7|Fmaj7,D7b9|Gm7,C7|Fmaj7|Am7,D7b9|Gm7,D7b9#5",NA,""
"Virgo","Fmaj7|Bbm7,Eb7|Dm7b5,Bb7#11|Amaj7|Am7|Fm7,Bb7|Em7b5,Eb7#11|Dmaj7",NA,""
"Voyage","Fm6|Fm6|F#m6|F7b9|Bbm7|Gm7b5,C7b9|Fm6|Gm7b5,C7b9",NA,""
"Walkin' My Baby Back Home","Ebmaj7,Bb7|Ebmaj7,Bb7|Ebmaj7,C7|F7|Fm7,Bb7|Fm7,Bb7|Fm7,Bb7|Eb6",NA,""
"Walkin' up","Cmaj7,Bbmaj7|Abmaj7,Gbmaj7|Fmaj7,B13|Emaj7,Amaj7#11|Ebmaj7,Abmaj7|Dbmaj7,Gbmaj7|Bmaj7,Emaj7|Amaj7,Dmaj7",NA,""
"Warm Valley","Bbmaj7|E7|Eb7,,Em7b5,A7|D7|Dm7b5,G7b9|Cm7b5|Bbmaj7,F7sus|Bbmaj7,F7",NA,""
"Wave","Gm7/Bb|C7/Bb|Fmaj7/A|Fmaj7/A|Fm7/Ab|Bb7/Ab|Ebmaj7/G|A7b9",NA,""
"Wayne's Thang","Em7|Em7|C6|C6|B7b9b13|B7b9b13|Em7|Em7",NA,""
"We See","Bbmaj7,Ab7|Gb7|Cm7|F7|Fm7,Bb7b9|Ebmaj7,Ab7|C7|F7",NA,""
"We'll Be Together Again","C6,C6,Ab7,|Dm7,G7|Am7|D7#11|Bbm7,Eb7|Abmaj7,Dbmaj7|Dm7b5,G7|C6,,Dm7,G7",NA,""
"Webb City","Bbmaj7,Gm7|Cm7,C#07|Dm7,G7b9|Cm7,F7|Bb7|Eb7,Ebm7|Cm7,F7|Bb6",NA,""
"Well You Needn't","F6|Gb7|F6|Gb7|F6|Gb7|F6|F6",NA,""
"What Are You Doing New Year's Eve?","Fmaj7|Eb7|Fmaj7,F7|Bbmaj7,Eb7|Fmaj7,Dm7|G7|C7,C7b9|F6,C7sus",NA,""
"What Is This Thing Called Love","Gm7b5|C7b9|Fm6|Fm6|Dm7b5|G7#5|Cmaj7|Cmaj7",NA,""
"What's New","C6|Bbm7,Eb7|Abmaj7|Dm7b5,G7b9|Cm7,Am7b5|Dm7b5,G7b9|C6,Am7|Dm7,G7",NA,""
"When I Fall In Love","Ebmaj7,C7|Fm7,Bb7|Ebmaj7,C7|Fm7,Bb7|Ebmaj7,Ab7|G7b9,C7b9|F7|Bb7",NA,""
"When It's Sleepy Time Down South","Fmaj7|Bb7#11|Cmaj7,Am7|D7|G7,G7/F|E7sus,E7|Fmaj7,Bb7|C6,C7",NA,""
"When Lights Are Low","Ebmaj7,Fm7|Gm7,Fm7|Ebmaj7,Fm7|Gm7,C7#9|Fm7,Bb7|Gm7,C7|Fm7,Bb7|Eb6,Bb7",NA,""
"When Sunny Gets Blue","Gm7,C7|Bbm7,Eb7|Fmaj7,Gm7|Am7,D7|Bm7b5,,Bbm7,Eb7|Fmaj7/A,,Abm7,Db7|Gm7,C7|Fmaj7",NA,""
"When The Sun Comes Out","C7,Bb7|Am7,D7|C7,C#07|D7sus,D7|Dm7,G7|Cmaj7,F7|Bm7,E7|Am7,D7",NA,""
"When You Wish Upon A Star","Cmaj7,A7b13|Dm7|G7|C6,F7|Em7,Eb07|Dm7,G7|Dm7,G7|C6",NA,""
"When You're Smilin'","Fm7|Bb7|Eb6|Eb6|Gm7|C7|Cm7|F7",NA,""
"When Your Lover Has Gone","Gmaj7|G6|Gm6|C7|A7|A7|Cm6|F7",NA,""
"Where Are You?","Gmaj7,C7|Bm7,Bb07|Am7,D7sus|Gmaj7,Em7|A7,Bb07|Bm7,E7|Am7,D7|G6,Am7,D7,",NA,""
"Where Or When","Eb|Eb6|Ebmaj7|Ebmaj7|Abmaj7|Abmaj7|Abmaj7|Fm7,Bb7sus",NA,""
"Whisper Not","Cm7,Cm7/Bb|Am7b5,D7b9|Gm7,Gm7/F|Em7b5,A7b9|Dm7,Bm7b5|Em7b5,A7b9|Dm7,Em7|Fm7,G7b9",NA,""
"Who Can I Turn To","Ebmaj7|Ebmaj7|Fm7|Bb7|Ebmaj7,Fm7|Gm7,Abmaj7|Bbm7|Eb7",NA,""
"Why Do I Love You?","Abmaj7|Fm7|Bbm7|Eb7|Abmaj7|F7|Bbm7|Eb7",NA,""
"Willow Weep For Me","G7,C7|G7,C7|G7,,Am7,Bb0|G6/B,Am7,Dm7,Db7|C7,Db7#11|C7,,Am7,D7|G7,C7|G7,D7",NA,""
"With The Wind And The Rain In Your Hair","Eb07|Eb07|Ebmaj7,Fm7|Gm7,G7b9|Cm7|F7|Fm7|Bb7",NA,""
"Woody'n You","Gm7b5|C7b9|Fm7b5|Bb7b9|Ebm7b5|Ab7b9|Dbmaj7|Dbmaj7",NA,""
"Wow","Gm7|C7|F6,Gm7|Am7,Abmaj7|Gmaj7|Gbm7|Fmaj7|F#07",NA,""
"Wrap Your Troubles In Dreams","Cmaj7,F7|Em7,A7|Dm7,E7|Am7,C7|Fmaj7,F#07|Cmaj7/G,A7|D7,G7|Cmaj7,G7",NA,""
"Yardbird Suite","C6|Fm7,Bb7|C7,Bb7|A7|D7|G7|C6|Dm7,G7",NA,""
"Yesterday's Gardenias","Bbmaj7,Cm7|Dm7,G7b9|Cm7,B07|Cm7,F7|Bbmaj7,Eb7#11|Dm7,Gm7|Em7|A7",NA,""
"You And The Night And The Music","Ab7|Ab7|G7|G7|Ab7|Ab7|G7,Ab7|G7",NA,""
"You Are Too Beautiful","Fmaj7,F#07|C6/G,A7b9|Dm7,G7b9|Cmaj7|Bm7b5,E7b9|Am7,E7b9|Am7,D7|Dm7,,Em7,A7",NA,""
"You Better Go Now","Ebmaj7,Bb7#5|Ebmaj7,E07|Fm7,Bb7|Fm7,Bb7|Ebmaj7,Bb7#5|Ebmaj7,E07|Fm7,Bb7|Fm7,Bb7",NA,""
"You Brought A New Kind Of Love To Me","Bbm7|Eb7|Ab7,G7|Gb7,F7|Bb7|Eb7|Ab6,F7|Bbm7,Eb7",NA,""
"You Can Depend On Me","Gm7|C7|Fmaj7|Am7,Ab07|Gm7|C7|F6|Am7b5,D7",NA,""
"You Don't Know What Love Is","Fm7|Db7,C7b9|Fm7,C7b9|Db7|Gm7b5,C7b9|Fm7,E7,Ebm7,D7|Db7,C7b9|Fm6",NA,""
"You Go To My Head","Ebmaj7,Gm7|Abm7,Db7|Gbmaj7|Fm7b5,Bb7b13|Ebm7,Cm7b5|Fm7b5,Bb7b13|Ebmaj7|Bbm7,Eb7",NA,""
"You Keep Coming Back Like A Song","Ebmaj7|Fm7,Bb7|Ebmaj7|Fm7,Bb7|Ebmaj7,E07|Fm7,Bb7|Ebmaj7|Eb7",NA,""
"You Make Me Feel So Young","Bbmaj7,B07(G7b9#5)|Cm7,F7(C#07)|Bbmaj7(Dm7),B07(G7#5)|Fm7/C(Gb9),F7|Bbmaj7,Bb7(E7b5)|Ebmaj7,Eb6(E07)|Dm7(Bb6/F),Db07(G7#5)|Cm7,F7",NA,""
"You Must Believe In Spring","C#m7b5,F#7b9|F#7b9/B,Bm7|Em7,A7|A7b9/D,Dmaj7|G#m7b5,C#7b9|F#m7b5,B7b9|Em7,A7|Dmaj7,,G#7#5(C#m7b5),(F#7)",NA,""
"You Stepped Out Of A Dream","Cmaj7|Cmaj7|Dbmaj7|Dbmaj7|Bbm7|Eb7|Abmaj7|Abmaj7",NA,""
"You Took Advantage Of Me","Eb6,E07|Fm7,Bb7|Gm7,Gb07|Fm7,Bb7|Bbm7,Eb7|Abmaj7,Db7|Gm7,C7,Fm7,Bb7|Eb6,,Fm7,Bb7",NA,""
"You Won't Forget Me","Am7b5|D7b9|Gm7|C7|Cm7|F7b9|Bbm7|G7b9",NA,""
"You'd Be So Nice To Come Home To","Am7|Bm7b5,E7b9|Am7|Am7|Gm7|C7|Fmaj7|Fmaj7",NA,""
"You're Blasé","Fmaj7|Ab07|Gm7,F#07|Gm7,F#07|Gm7|C7|F6,Bb7|F6",NA,""
"You're My Thrill","E7|Bm7b5|E7|Bm7b5,E7|Em7b5|A7b9|D7,Bb7|Am7,F7",NA,""
"You're Nobody Till Somebody Loves You","Ebmaj7|G7|C7|C7|Fm7|Bb7|Eb6|Eb6",NA,""
"You've Changed","Ebmaj7|Am7b5,D7b13|Gm7b5|C7,C7b13|F7|B7,Bb7|Eb6|Fm7,Bb7",NA,""
"Young And Foolish","Cmaj7,Am7|Dm7,G7|Cmaj7|Gm7,C7|Fmaj7|Em7b5,A7b9|Dm7|G7sus,G7",NA,""
"Young At Heart","Bbmaj7|Bbmaj7,Db07|Cm7|Cm7|F7,Cm7|F7,F7#5|Bbmaj7|Bbmaj7",NA,""
"Yours Is My Heart Alone","Bm7b5|E7b9|Am7|D7|Gm7|C7|F6|F6",NA,""
"Zoltan","Cmaj7#11|Cmaj7#11|Cmaj7#11|Cmaj7#11|Bbmaj7#11|Bbmaj7#11|Bbmaj7#11|Bbmaj7#11",NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
NA,NA,NA,""
"Luke's Song","C Emin G A",NA,""
